time,lhip,lknee,lankle,rhip,rknee,rankle
1.7999999999999998,-45.81926431593166,12.996570000000002,2.478366526806533,25.04887049319304,14.3478,-13.941516899766938
1.8299999999999998,-46.12011985301883,14.11927,3.5107196503496594,25.03665286989478,15.6651,-13.126446317016352
1.8599999999999999,-45.926498301711625,15.029970000000002,4.418427319347331,25.167306637410864,17.1172,-12.05790174825178
1.89,-45.31428063172992,15.696170000000002,4.903563706293719,24.857452750211937,18.7252,-10.750418135198164
1.92,-44.724243552897086,16.36957,5.123794941724955,24.16521218770259,20.5284,-8.972881153846178
1.95,-44.20141533295902,17.10807,5.113449650349664,23.163790953971976,22.5633,-6.612599533799552
1.98,-43.55217442060849,18.09097,4.992631212121225,21.63451852590635,24.8717,-3.758975606060616
2.01,-43.06603590031519,19.17787,5.006517738927752,19.13172592629532,27.332700000000003,-0.5614946620046638
2.04,-42.8095415455258,20.31377,4.840709230769244,16.22851942352765,29.880000000000003,2.8484353496503565
2.07,-42.23834963060143,21.09657,4.362181072261084,13.38415698399242,32.4518,6.430668275058292
2.1,-41.47236876483569,21.84717,3.61142951048952,10.497780880666234,35.0299,10.262241876456905
2.13,-40.60765925275311,22.27087,2.7894986713286785,7.251583304243754,37.6259,14.188777365967404
2.16,-38.888079738947226,22.54557,2.103156759906765,3.5806861816187103,40.2269,17.71292537296042
2.19,-37.24704953665356,22.48917,1.458698927738931,-0.1163095297461726,42.8507,20.68507165501171
2.2199999999999998,-35.79997442839115,22.45257,0.8221250582750601,-4.092255522864409,45.4277,23.25888244755251
2.25,-34.63340875104927,22.30657,0.1137103962703962,-8.571709968583255,47.9339,24.38548550116557
2.28,-33.45600293517597,22.29567,-0.4396999300699317,-12.631576322744726,50.2905,24.60350114219121
2.31,-31.980409924007848,22.42697,-0.8286987878787904,-16.413678751309032,52.4819,23.88724552447559
2.34,-30.27900848866232,22.48857,-1.1353750116550148,-19.9406323243405,54.5543,22.335309883449945
2.37,-29.29772579452656,22.58357,-1.5374195804195847,-23.61811200319154,56.4769,20.23692568764574
2.4,-28.546587579980763,22.34667,-1.9616560839160893,-27.413603949533737,58.145700000000005,18.019705291375335
2.4299999999999997,-26.851523456392066,22.19037,-2.456891701631708,-30.921059193138184,59.5886,15.869591095571138
2.46,-25.59573510036856,21.91907,-2.93761832167833,-34.287139081434205,60.8578,13.807830815850853
2.4899999999999998,-24.07828247733299,22.18697,-3.5036556177156277,-37.71181369371167,61.9773,12.049613519813551
2.52,-23.34065274311095,22.35557,-4.215458951048962,-41.28210242856431,62.9293,10.556089417249444
2.55,-21.953115011090294,22.69107,-5.070966317016331,-44.73171096594026,63.6403,8.812787659673685
2.58,-20.647962331908364,22.80017,-5.906796177156193,-48.03146661347429,64.0882,7.75670783916086
2.61,-19.411019139793314,23.14737,-6.926412913752932,-50.76297810801377,64.1872,6.9744476293706485
2.6399999999999997,-18.564821248895136,23.77977,-7.850390815850836,-53.64434249239516,64.0575,6.192838841491858
2.67,-17.594545464652807,24.45477,-8.742769370629393,-56.37984341495038,63.732200000000006,5.294467046620062
2.6999999999999997,-16.07896068087188,24.79657,-9.321188951048976,-58.89941654615269,63.1719,4.2606157878788
2.73,-14.609171313102111,24.67547,-9.689424149184171,-61.56759587094201,62.69540000000001,3.017145065268074
2.76,-14.016565955294157,23.980770000000003,-9.721642331002355,-64.64494090659753,62.137600000000006,1.646745904428909
2.79,-12.691800963938473,22.86667,-9.640347459207485,-67.30788410711614,61.2955,0.2354276759906767
2.82,-10.699967201632134,21.73857,-9.508577062937087,-69.2689373161123,60.173,-1.1031000396270425
2.85,-9.174559584628128,21.19927,-9.410765407925432,-71.30828304991772,58.9024,-2.258133279720285
2.88,-8.089244914863219,20.96517,-9.436139067599091,-73.52790106218521,57.4742,-3.193379202797211
2.9099999999999997,-6.754657090284455,20.79577,-9.739674032634058,-75.29097890589937,55.834900000000005,-3.8945486713286814
2.94,-5.422554158999816,20.52637,-10.135473333333358,-76.88824614770857,53.9675,-4.350318881118892
2.9699999999999998,-4.275100479745618,20.16807,-10.594908997669023,-78.20550541066176,51.9327,-4.704919720279733
3.0,-3.036272771239722,19.72627,-10.961253286713315,-79.2292923752057,49.7058,-4.982216223776238
3.03,-1.7678765002473773,19.32717,-11.32678895104898,-80.26853837331073,47.3645,-5.25820377622379
3.06,-0.6896179268096082,19.03317,-11.651423216783249,-81.2327332568693,44.8595,-5.363827412587427
3.09,0.466774697448954,18.64247,-12.053350955710986,-81.51174387872139,42.1064,-5.294517505827521
3.12,1.7857210359837006,17.95967,-12.261056083916117,-81.64912980601407,39.1528,-4.91740792540794
3.15,3.2957856876817107,16.97927,-12.344600372960404,-82.23033960005985,35.9867,-4.350987016317028
3.1799999999999997,5.529904884733193,15.466170000000002,-12.315552354312386,-82.14955368274074,32.5476,-3.732666107226117
3.21,7.680671755046222,14.03977,-12.20623463869467,-81.3217473694709,29.1017,-3.2003789510489598
3.2399999999999998,9.437324542629538,12.723870000000002,-11.978258648018675,-82.78437141574828,25.463700000000003,-2.8611038228438304
3.27,10.99455213550729,11.691670000000002,-11.785212027972058,-81.2359746671321,22.0786,-2.8981882051282124
3.3,12.199125006253924,10.85737,-11.655591515151546,-80.32488904403331,18.5848,-3.240762377622386
3.33,12.92259585184032,10.372870000000002,-11.683838834498864,-79.44945893382537,15.4402,-3.859561095571106
3.36,14.935226002990763,9.56417,-11.830594778554808,-78.31820675210692,12.267599999999998,-4.654031351981365
3.3899999999999997,16.5991038818814,8.69877,-11.972701538461568,-77.20615369271431,9.1986,-5.601130769230784
3.42,18.1759104326605,7.938370000000001,-11.928415058275087,-75.99910237869646,6.313099999999999,-6.46901939393941
3.4499999999999997,19.89999277324097,7.14677,-11.795700372960404,-74.73495237620305,3.8703,-7.3248163636363826
3.48,21.61223434711791,6.538970000000001,-11.565031841491871,-73.35012217623299,1.9697,-8.187514382284403
3.51,22.73777426940245,6.240270000000001,-11.29774303030306,-72.50959956116291,0.7114999999999991,-8.960130536130558
3.54,23.489246026672298,6.254670000000001,-11.047744662004687,-72.12137834737945,0.2374999999999989,-9.37477340326343
3.57,24.336611317104623,6.49267,-10.811622983683012,-72.0081783274323,0.5614999999999988,-9.21997899766902
3.5999999999999996,25.02987986902889,6.981070000000001,-10.589824848484875,-72.16775544806264,1.3848000000000005,-8.452032867132889
3.63,26.036178267467907,7.50637,-10.407603636363664,-72.26125766718198,2.590799999999998,-7.144898857808877
3.6599999999999997,26.954754929483503,7.955670000000001,-10.240176829836855,-72.79609036054455,4.1417,-5.552503752913768
3.69,27.400534780167547,8.45917,-9.959933706293732,-73.85104473146163,5.866,-3.977818741258752
3.7199999999999998,27.825134667874828,9.22407,-9.491670069930096,-74.7112651473595,7.498000000000001,-2.5959300466200537
3.75,28.32528198257795,10.184070000000002,-8.827397342657367,-75.52685383733107,9.092399999999998,-1.4791334965035003
3.78,28.513733621662485,11.43307,-8.07609202797205,-75.72532788111505,10.5307,-0.6316942890442904
3.81,28.10481024198524,13.01367,-7.239422937062956,-76.01181868049669,11.795099999999998,-0.0400748717948716
3.84,27.91502443200453,14.84607,-6.13201601398603,-75.71859572133846,12.887999999999998,0.3866651282051295
3.8699999999999997,27.50226531100079,16.76967,-4.7316106060606185,-75.30992868897422,13.9762,0.6767000466200486
3.9,26.602367041531625,18.80057,-2.480030221445229,-74.95337356006583,15.079999999999998,0.9674446620046648
3.9299999999999997,25.70180168661437,20.94617,0.1111800233100237,-74.6269884805266,16.3394,1.128907948717952
3.96,24.863942363817284,23.16477,2.2410719230769294,-74.38089063980452,17.6755,1.1402505594405627
3.9899999999999998,23.970548177466963,25.453570000000003,3.481623146853156,-73.87597865656011,18.969,0.9814040326340354
4.02,22.886867867049865,27.83217,3.3599623659673754,-73.18730364533985,20.1204,0.7325028438228459
4.05,21.70529276712603,30.26007,1.1006884149184175,-72.47818281553883,21.1218,0.531864545454547
4.08,20.509708872792363,32.693569999999994,-2.107642296037303,-71.38059143270334,21.9279,0.2759893939393948
4.109999999999999,19.06230022180591,35.138270000000006,-2.82950874125875,-69.96384580860719,22.4838,-0.0449604662004661
4.14,17.21247227426106,37.58527,-0.4820755594405626,-68.29402084476139,22.787,-0.4121522610722621
4.17,14.685752722542484,40.01847000000001,4.572551841491851,-66.17962399640952,22.7081,-0.8449990675990697
4.2,10.907680933030178,42.47287,12.31770703962707,-63.8415698399242,22.4056,-1.2492928671328705
4.2299999999999995,6.069410240873436,44.90407,20.590983589743644,-61.20904602802573,21.937800000000003,-1.7528843356643402
4.26,2.3692873859700807,47.32557,27.77131337995345,-59.15399192140827,21.5883,-2.2410507925407988
4.29,-0.401428674667986,49.70237,32.75900848484858,-56.927143070862215,21.3455,-2.67267093240094
4.32,-3.091624186294729,51.912670000000006,34.4503847086248,-54.72298409215578,21.3035,-3.0858300699300782
4.35,-5.170012285490335,54.06317,32.272557435897525,-52.68987183962499,21.4054,-3.5184080652680745
4.38,-7.627021407883837,56.00827000000001,28.304176829836905,-50.77170498179824,21.3843,-4.062542494172504
4.41,-10.023675974361682,57.95217000000001,25.08740631701638,-48.98892933725627,21.3902,-4.599505967365979
4.4399999999999995,-12.50323258490052,59.54447,22.070993869463926,-47.40637311125517,21.2162,-5.102060815850829
4.47,-15.059704147603773,61.035070000000005,19.271150815850863,-45.617363985438594,21.1026,-5.595898461538476
4.5,-17.09840066263821,62.08227000000001,16.925557808857853,-43.19179175185758,20.8249,-6.0888291841492
4.53,-18.93622107211749,62.961470000000006,14.594698840093276,-41.07190943998405,20.6401,-6.521274568764586
4.56,-20.756030174498434,63.61567000000001,12.515833331934765,-39.07495137884606,20.433300000000003,-6.937364032634052
4.59,-22.98142722931618,64.09067,10.766036341258769,-37.42607091208298,20.2249,-7.338970745920765
4.62,-25.337739803320968,64.40077000000001,9.257948613986038,-35.819079439485364,20.0134,-7.787411958041979
4.6499999999999995,-27.458571214151103,64.52087,7.848772457808878,-34.29312322345784,19.9451,-8.270163286713307
4.68,-29.2258473374952,64.38537000000001,6.457854119813536,-32.44925946242457,19.7531,-8.732518764568788
4.71,-31.38103364890181,64.22157,5.094112317948731,-31.07440283249389,19.5945,-9.18095256410259
4.74,-32.98153841022419,63.66227000000001,3.812471597669007,-28.963496733655813,19.3032,-9.66213904428907
4.77,-34.84821026533324,63.17717,2.613489511421918,-27.3465316910188,19.159,-10.179838111888138
4.8,-36.80593928410613,62.59987000000001,1.40179864662005,-25.93626888744826,19.0931,-10.72173741258744
4.83,-38.83354550356612,61.94667,0.3387613342657347,-24.80474243255373,19.225900000000003,-11.21906212121215
4.859999999999999,-40.86748903478294,61.32037000000001,-0.5033872261072279,-23.916994963347133,19.329,-11.713408275058306
4.89,-42.142956411525006,60.392570000000006,-1.1263127738927774,-22.709095895875933,19.2891,-12.207881934731969
4.92,-43.270164047429766,59.10117000000001,-1.534598158508163,-21.075923801924898,19.1122,-12.709213869463904
4.95,-44.8441521621907,57.63407000000001,-1.7361465501165552,-19.604921956814444,18.8237,-13.196971212121245
4.9799999999999995,-46.3779483787044,56.15597000000001,-1.8499075524475577,-18.19156734653169,18.5983,-13.62656678321682
5.01,-47.63123516429758,54.52457,-1.8644961771561823,-16.69296364633721,18.3096,-14.009310139860178
5.04,-48.71708350242096,52.69077,-2.0070023543123603,-15.14227297661198,17.909100000000002,-14.345222027972063
5.069999999999999,-49.393841689505074,50.52667,-1.6272494638694686,-13.139405575225652,17.2763,-14.601191724941764
5.1,-50.102786749459376,48.41657000000001,-1.4599172727272771,-10.815439086420986,16.4389,-14.79335372960377
5.13,-50.5268863230806,45.962770000000006,-1.1781693240093274,-8.295940756993966,15.2922,-14.896208275058314
5.16,-50.581420558461694,43.72397,-0.875241841491844,-6.319952126863811,14.5869,-14.941418298368337
5.1899999999999995,-52.22061627577312,40.70337000000001,-0.5618448251748268,-4.355458036204059,14.0295,-14.991570046620083
5.22,-51.4654755485388,37.959770000000006,-0.2361285314685322,-2.909913728619159,13.7032,-15.123834848484888
5.25,-51.12876416861696,34.740970000000004,0.0228877156177156,-1.502872388171346,13.3386,-15.342490792540833
5.279999999999999,-51.01669381333837,31.72187,0.0865828205128205,-0.0665785667979853,13.1132,-15.599296386946428
5.31,-50.580920244375626,28.513970000000004,-0.0268261072261076,2.109871340946492,12.5381,-15.850439743589783
5.34,-49.90299465775736,25.14937,-0.2156284149184159,4.249488854535481,11.933699999999998,-16.08473997669002
5.37,-49.33780651186577,21.77217,0.0860869696969695,5.687478182815538,11.447,-16.276721794871836
5.3999999999999995,-48.54580931362466,18.50037,0.0842916317016316,7.408392759188151,11.121299999999998,-16.462149300699345
5.43,-47.69844402319233,15.295170000000002,0.208711328671329,9.4125317907545,10.718,-16.601449766899812
5.46,-47.16327472246466,12.34147,0.3939787878787888,11.094100633321696,10.2466,-16.633660023310064
5.49,-46.21351181575099,9.60687,0.5776338694638709,13.116042487408368,9.788799999999998,-16.638778205128247
5.52,-45.22455763896223,7.23507,0.6231307226107241,15.256345683937566,9.463,-16.702150000000046
5.55,-44.37385692128947,5.160770000000001,0.4640882051282061,17.143619408567297,9.246099999999998,-16.809519230769276
5.58,-44.00345772623925,3.875070000000001,0.2433434498834503,18.360694160474743,9.3091,-16.82551386946391
5.609999999999999,-43.92390778655489,3.5741700000000005,0.0974838694638693,19.383384032314368,9.6679,-16.861707109557155
5.64,-43.92974478422565,3.73137,0.0332105827505824,20.28848551338952,10.0696,-16.89910291375296
5.67,-44.192242908047824,4.46617,0.0227950349650346,21.160649279409565,10.5215,-16.931243939393987
5.7,-44.74442288770172,5.731470000000002,-0.0226180419580423,21.887946940607392,11.0759,-16.930894522144566
5.7299999999999995,-45.159016493687695,7.225770000000001,-0.0218991608391611,22.79023088814641,11.8059,-16.79222109557114
5.76,-45.33979665011924,8.659670000000002,0.1833876456876458,23.75038647583903,12.586199999999998,-16.478990559440604
5.79,-45.424516502026265,10.24877,0.528510139860141,24.6667830249838,13.4394,-16.076025757575803
5.819999999999999,-45.35914212811375,11.65887,0.8587428205128225,25.531591283099782,14.2099,-15.593163752913794
5.85,-45.12816379171368,12.85077,1.2224194172494205,26.44641699496335,14.9625,-14.957246736596776
5.88,-44.97890342270425,13.981470000000002,1.809832270396275,27.25278013264848,15.8688,-14.124588694638732
5.91,-44.56447658808029,14.79487,2.659427876456883,28.11948336907196,16.8398,-13.164115081585114
5.9399999999999995,-44.44256672244242,15.478470000000002,3.601614438228448,28.08632124869097,18.0505,-11.876984755244784
5.97,-44.021969347423656,16.12387,4.448150020979032,27.622051563357104,19.5612,-10.217815944055973
6.0,-43.310355945677,16.871370000000002,5.036777258741272,27.157033860270285,21.4039,-8.234087655011677
6.029999999999999,-42.40445390717505,17.61297,5.293782724941739,26.31252181718446,23.3471,-6.016120930069945
6.06,-41.98802581620684,18.56667,5.298972689976704,24.336632922754703,25.471,-3.603992363636373
6.09,-41.65114766492297,19.66367,5.085026058275071,21.997581409265447,27.6378,-0.9220392750582774
6.12,-41.07745417956828,20.72337,4.461422340326353,19.67526055951728,29.8043,2.0286476363636416
6.1499999999999995,-40.084497490091,21.58057,3.7015379930070025,17.370742532289434,32.0042,5.178054384615399
6.18,-39.19260424599887,22.20587,2.882465137529145,14.458160873684736,34.358,8.48173341724944
6.21,-38.23650402752838,22.58557,2.102736643356649,11.13613923103775,36.908,11.866204081585114
6.24,-36.78059003707883,22.84457,1.3157202331002362,7.861118037201416,39.5841,15.030226680652722
6.27,-35.49628377814961,22.96727,0.6683940559440575,4.139679848401736,42.3368,17.71421846386951
6.3,-33.74952053233418,23.04487,0.0968034498834497,0.4469056998952775,45.0245,19.790270969697023
6.33,-32.28526797378354,23.03227,-0.4978011888111905,-3.575499925198225,47.6691,21.097864149184204
6.359999999999999,-30.941591109974592,23.05227,-1.1014965268065302,-7.193811399790555,50.1587,21.217489277389333
6.39,-29.52686964594439,23.03147,-1.6684850349650395,-10.545703884705532,52.4761,20.32303699300705
6.42,-27.9155247460906,23.02367,-2.283741724941731,-13.835361292574676,54.5826,18.653586503496552
6.45,-26.46461389650169,23.05317,-2.803692470862478,-17.340846756096344,56.525000000000006,16.559094428904473
6.4799999999999995,-25.0138698182748,23.08157,-3.3644846153846246,-20.819229043035957,58.2888,14.417222983683022
6.51,-23.68620300521994,23.05147,-3.940755221445232,-24.46190096244951,59.8322,12.194893892773925
6.54,-22.37521332836725,22.93087,-4.510060186480198,-28.08956265895377,61.19369999999999,10.3370703729604
6.569999999999999,-20.90662471440404,22.76807,-4.879769813519826,-31.276866304293623,62.28659999999999,8.943880186480209
6.6,-19.465053061088348,22.55847,-5.139282750582764,-34.42228095546801,63.1708,8.174157552447573
6.63,-18.322502459877587,22.33427,-5.373195011655026,-37.99107365481474,63.8222,7.821147986014007
6.66,-17.132088477766597,22.11397,-5.652382890442905,-41.142223108761776,64.2149,7.34386420979023
6.6899999999999995,-15.975929333414864,21.89017,-5.934511794871811,-43.975963696205056,64.3928,6.77832267132869
6.72,-14.705731931712684,21.69377,-6.18593650349652,-46.89971575325388,64.4189,6.102611972027988
6.75,-13.418707299582517,21.53367,-6.46456051282053,-49.95586695257568,64.2768,5.25882826573428
6.779999999999999,-12.077081723526437,21.40557,-6.804447459207478,-52.68189298359348,63.9472,4.128673137529149
6.81,-10.940801725527692,21.29277,-7.2013933799534,-55.31242208148407,63.4808,2.647264000000007
6.84,-10.058964794565474,21.32417,-7.602850722610743,-57.88211240213435,62.8614,1.2919357948717982
6.87,-9.169406349541656,21.39557,-7.920186153846176,-60.76497282202165,62.045,-0.0767223636363638
6.8999999999999995,-8.347390306136628,21.38017,-8.153637202797224,-63.846805964194886,61.042100000000005,-1.369292410256414
6.93,-7.416656011829647,21.22077,-8.404203869463892,-66.26614471650127,59.8385,-2.591902247086254
6.96,-6.252074913695819,20.92147,-8.669676829836853,-68.19528250137137,58.40859999999999,-3.818930186480197
6.989999999999999,-4.936982661337394,20.50717,-8.86076983682986,-70.11045728818631,56.8676,-4.839790163170176
7.02,-3.489657396031953,20.02487,-8.951026013986038,-71.80721089113848,55.1938,-5.411947272727288
7.05,-2.150133139137347,19.56097,-8.993672634032658,-73.53637859671869,53.27119999999999,-5.727146923076939
7.08,-1.1269925008477544,19.07337,-9.043658881118905,-75.313668777739,51.1445,-5.934235431235448
7.109999999999999,-0.209224679937961,18.56677,-9.116870303030328,-76.86680297212388,48.8623,-6.055196643356659
7.14,1.0288875794248609,17.98147,-9.196115524475548,-77.84919962100435,46.3826,-6.00594615384617
7.17,2.584022191709239,17.284670000000002,-9.29296820512823,-78.32618560813843,43.745,-5.718290256410272
7.199999999999999,4.239011157004119,16.479870000000002,-9.334668671328696,-78.81139979055503,40.9504,-5.280467692307706
7.2299999999999995,5.893966768026593,15.61347,-9.342423449883476,-79.09913728619159,38.0135,-4.7835391841491965
7.26,7.2193488134217585,14.65457,-9.34292531468534,-79.60928539370668,34.9478,-4.214421398601409
7.29,8.610905735267139,13.65117,-9.36998102564105,-79.85613125218171,31.7218,-3.37852916083917
7.319999999999999,9.723837742582845,12.59787,-9.37347356643359,-80.09649429013116,28.3902,-2.2341898368298425
7.35,11.637555798918209,11.53707,-9.34441785547788,-80.03166608487507,24.9482,-1.1177469463869492
7.38,13.621317827302692,10.45317,-9.333791981352006,-79.43674263202513,21.4749,-0.3023711888111893
7.41,15.168705909821163,9.391170000000002,-9.34704349650352,-78.90565002742733,17.970100000000002,0.0868254778554784
7.4399999999999995,16.6889769688749,8.211770000000001,-9.349339067599091,-78.43390016456391,14.5837,0.0820582284382288
7.47,18.502281988137,7.117370000000001,-9.364568438228464,-77.45574228295018,11.4202,-0.3082048484848491
7.5,20.16315798251124,6.368670000000002,-9.28355701631704,-76.13948037700095,8.447299999999998,-1.0404809790209812
7.529999999999999,21.40643848638312,5.864370000000001,-9.148840000000025,-75.22191193337656,5.736000000000001,-2.289068601398607
7.56,22.332353088327668,5.60637,-9.027525780885805,-74.48137435795144,3.3903,-3.70134000000001
7.59,22.82783080489418,5.776670000000001,-9.039483589743613,-73.56131252181719,1.4678000000000004,-4.998474195804209
7.62,22.86402019045289,6.160570000000002,-9.183629044289068,-72.89507804318556,0.2247000000000003,-5.908896899766915
7.6499999999999995,23.943697988181466,6.533670000000001,-9.427692447552472,-72.6552136837381,0.0,-6.433429650349668
7.68,25.619083091051603,6.823870000000001,-9.542792447552472,-72.91851593277815,0.9207999999999998,-6.686251118881136
7.71,27.368347907297352,7.206770000000001,-9.612312727272752,-73.50396449409067,2.6129999999999995,-6.618504125874145
7.739999999999999,28.458031986747237,7.836070000000001,-9.536644195804222,-74.21408268089563,4.439699999999998,-6.136328111888129
7.77,28.95884638689844,8.577570000000001,-9.243995477855504,-74.92494888545355,6.4115,-5.219228018648033
7.8,28.2934286524318,9.42747,-8.73464279720282,-75.30294718994665,8.3142,-4.010590349650361
7.83,28.721697510103564,10.41957,-8.042562284382306,-75.7971375853987,10.0516,-2.861060489510497
7.859999999999999,28.80925247516496,11.51687,-7.144330629370648,-76.49603550590935,11.624,-1.6015990442890486
7.89,29.267373406638605,12.667470000000002,-6.083505710955727,-77.07624794295118,13.1489,-0.3609426107226116
7.92,29.346923346322967,14.232970000000002,-4.874789762237775,-77.48267092205656,14.3924,0.7672101864801887
7.949999999999999,28.787238655378097,16.185670000000002,-3.4018448088578177,-77.59836433451355,15.5397,1.6347900466200511
7.9799999999999995,27.91268963293623,18.40677,-1.4434680839160885,-76.98673515184761,16.6178,2.0900542890442946
